post_id,date,year,nhood,city,county,price,beds,baths,sqft,room_in_apt,address,lat,lon,title,descr,details
4988489580,20150421,2015,santa rosa,santa rosa,sonoma,1770,2,,850.0,0,,,,Purrrfect Place for You and Your Furry Friends to Call Home!,,
pre2013_93961,20040827,2004,potrero hill,san francisco,san francisco,1700,2,,,0,,,,$1700 / 2br -  Potrero Hill condo. OPEN SUNDAY 2-4.,,
5587548866,20160515,2016,san jose south,san jose,santa clara,2149,1,,768.0,0,,,,May 15 Beautiful 1 bedroom apartments available to rent today!!   $2149 / 1br - 768ft2 -    (san jose south)   pic map    hide this posting restore this posting,,
pre2013_58117,20120314,2012,vallejo / benicia,vallejo,solano,995,2,,,0,,,,$995 / 2br - Condo for Rent 241 Willow Street,,
pre2013_78127,20080228,2008,palo alto,palo alto,santa clara,4995,3,2.5,,0,,,,"$4995 / 3br - 2.5 BA Brand New Townhome with Excellent Schools: Gunn, Terman... -",,
pre2013_432,20060718,2006,marina / cow hollow,san francisco,san francisco,1700,1,,,0,,,,$1700 / 1br - Very Spacious 1 Bedroom with Hardwood Floors for Lease,,
pre2013_103270,20041230,2004,hayes valley,san francisco,san francisco,1000,0,,,0,,,,$1000  - Newly Remodeled large studio for rent in hayes Valley,,
pre2013_138620,20050227,2005,coastside / pescadero,pescadero,san mateo,1900,2,,,0,,,,"$1900 / 2br - Amesport ground floor, 2/2 ",,
pre2013_109215,20041013,2004,san bruno,san bruno,san mateo,1700,3,1.0,,0,,,,$1700 / 3br - 1ba House 2 car gar - new carpet- SFO-BART-CalTrain cat ok,,
5043419661,20150526,2015,redwood city,redwood city,san mateo,3925,2,2.0,1109.0,0,,,,"Astonishing Two Bed/Two Bath Apartment!Top Floor, Marina View",,
pre2013_149416,20060411,2006,redwood city,redwood city,san mateo,2400,3,2.0,,0,,,,"$2400 / 3br - 3 bedroom, 2 bath duplex in a quiet cul-de-sac",,
pre2013_138936,20050304,2005,sunnyvale,sunnyvale,santa clara,750,1,,,0,,,,"$750 / 1br - Spacious, sunny master bedroom with huge closet! ",,
pre2013_153225,20060912,2006,livermore,livermore,alameda,1050,1,,,0,,,,$1050 / 1br - Livermore- Immaculate 1Bdrm Condo,,
pre2013_111772,20041211,2004,redwood city,redwood city,san mateo,1025,1,1.0,,0,,,,$1025 / 1br - 1ba cutest duplex/sm yard/storage rm/Save$water-trash-washer-dryer incl,,
pre2013_56324,20120303,2012,tiburon / belvedere,belvedere,marin,3398,2,,1310.0,0,,,,"$3398 / 2br - 1310ft² - <table cellpadding=""0"" cellspacing=""0"" border=""0"" bgcolor=""#EBE3CC"" wi",,
5823492049,20161017,2016,portola,san francisco,san francisco,1500,1,1.0,,0,,,,"favorite this post

Oct 16
Newly remodeled with private bathroom (portola district)


$1500

                1br -
            

 (portola district)

 pic
                            map







hide this posting



restore this posting",,
pre2013_88146,20040609,2004,outer sunset,san francisco,san francisco,1100,1,,,0,,,,$1100 / 1br - OUTER SUNSET,,
pre2013_87990,20040409,2004,USF / anza vista,san francisco,san francisco,2600,3,,1800.0,0,,,,"$2600 / 3br - 8R, 1800sqft, new interior, deck+garden, amenities, convenient. PHOTOS",,
pre2013_15287,20120121,2012,danville / san ramon,san ramon,contra costa,1500,2,1.0,952.0,0,,,,"$1500 / 2br - 952ft² - 2 Bedrooms/1 Bath, low level unit condo",,
pre2013_67621,20120518,2012,sunnyvale,sunnyvale,santa clara,2200,1,,950.0,0,,,,$2200 / 1br - 950ft² - Call Today For More Details!,,
pre2013_122481,20040816,2004,sea cliff,san francisco,san francisco,1280,1,,,0,,,,"$1280 / 1br - A MUST SEE!! BRIGHT SPACIOUS, WALK-IN CLOSET AND MORE!! ",,
pre2013_8566,20110105,2011,pittsburg / antioch,pittsburg,contra costa,1650,3,2.5,,0,,,,$1650 / 3br - BEAUTIFUL 3 BED 2.5 BATH,,
pre2013_28714,20080511,2008,san mateo,san mateo,san mateo,2419,3,,,0,,,,"$2419 / 3br - Near 101 & Hillsdale, Visa, Oracle, Foster City -",,
pre2013_105027,20040703,2004,redwood city,redwood city,san mateo,1600,2,,,0,,,,$1600 / 2br - Serene Gated Community Nestled Amidst Exclusive Edgewood Neighborhood,,
pre2013_152011,20060407,2006,walnut creek,walnut creek,contra costa,1000,1.0,,,0,,,,$1000 / 1br - FIRST WEEK FREE WC/Laf border cov park near BART,,
pre2013_113955,20040630,2004,campbell,campbell,santa clara,1750,3,,,0,,,,$1750 / 3br - 1059 WELCH AVENUE,,
pre2013_32400,20111102,2011,redwood shores,redwood shores,san mateo,2395,2,,985.0,0,,,,"$2395 / 2br - 985ft² - Fantastic Views, Convenient Location, Flowing Floorplans",,
5291360871,20151029,2015,novato,novato,marin,2415,2,,886.0,0,2336,38.0618,-122.5404,"GORGEOUS AREA OF MARIN! SPACIOUS KITCHEN, GARAGE! AVAILABLE NOW!","Contact Us atver datos contactoOur lush landscaping & serene setting creates the perfect surrounding for any lifestyle. We have spacious 1 & 2 bedroom apartment homes offering the perfect upgraded features: Granite Countertops, Stainless Steel Appliances, Two tone paint, newer carpet, washer/dryers in every unit, private balconies with great views , one car private garage, refreshing pool, relaxing spa, a 24 hour fitness center, and much much more! Nestled amongst the hillsides of Novato, it depicts a quiet, country setting that provides the serenity you deserve. Did we mention that we are Pet Friendly! We accept Cats & Dogs. Our Professional Staff will do everything to make your living at Crooked Oak the ""Very Best!"" We invite you to stop by or contact us today for a personal tour of our beautiful, newly remodeled apartment homes.ver datos contactoYou can also visit our website www.crookedoakatlomaverdepreserve.com","2BR / 2Ba 886ft2  date=""2015-10-29"" today_msg=""disponible ya"">disponible oct 29</p>"
pre2013_157343,20060405,2006,hayward / castro valley,hayward,alameda,975,2,1.0,,0,,,,"$975 / 2br - Norcal Realty Inc, 2 bedroom 1 bath Duplex with 1 car garage",,
5420142939,20160201,2016,san jose central,san jose,santa clara,1745,1,,600.0,0,,,,Şub 1 Downtown Updated Corner Unit | Granite Counters | New Carpet/Vinyl   $1745 / 1br - 600ft2 -    (san jose downtown)   resim har.,,
pre2013_11995,20110724,2011,walnut creek,walnut creek,contra costa,1489,1.0,,,0,,,,$1489 / 1br - 1 BR in Tranquil Park Like Setting THE BOULDERS APARTMENTS ,,
5429596751,20160202,2016,napa county,napa county,napa,1824,2,,895.0,0,,,,Şub 1 We Have Two Bedroom Apt. Homes Available! Hurry Pricing Is Going Up!   $1824 / 2br - 895ft2 -    (napa county)   resim har.,,
pre2013_137331,20050215,2005,marina / cow hollow,san francisco,san francisco,1250,0,,,0,,,,$1250  - 3 Room Huge Marina Studio @ Presidio w/Wood Floors - OPEN HOUSE ,,
pre2013_143282,20050513,2005,mountain view,mountain view,santa clara,1575,,2.0,,0,,,,"$1575  - 2 Bath, Condo, balcony, pool, W/D DW MW, 2 gated covered parking spaces ",,
5066003477,20150609,2015,redwood city,redwood city,san mateo,1750,1,,554.0,0,,,,"Redwood Plaza Village ( Senior, 55+) 1 Bed. available in Redwood City.",,
pre2013_54380,20120223,2012,nob hill,san francisco,san francisco,3231,2,,,0,,,,$3231 / 2br - High End Community near Financial District! ,,
pre2013_117886,20040611,2004,mountain view,mountain view,santa clara,795,1,,,0,,,,"$795 / 1br - Available now with 1/2 month FREE, close to downtown Mountain View ",,
6578439057,20180503,2018,emeryville,emeryville,alameda,5000,4,3.5,,0,,,,4 Bedroom 3.5 bath Available,,
pre2013_44337,20111220,2011,lower pac hts,san francisco,san francisco,1850,0,,,0,,,,$1850 HUGE-ALL NEW ! Jr One bedroom ( Huge studio) Showing Tuesday 5;30,,
pre2013_103918,20040616,2004,redwood city,redwood city,san mateo,2700,3,2.0,,0,,,,"$2700 / 3br - 2 Bath Home in Edgewood Park Neighborhood, Call 415/203-9373",,
5830549452,20161016,2016,napa county,napa county,napa,3162,4,,2067.0,0,,,,"이 게시물을 즐겨찾기로 설정

10월 15
Home Sweet Home at Saratoga Downs!


$3162

                4br -
                2067ft2 -
            

 (napa county)

 사진
                            지도







이 게시물 숨김



이 게시물 복구",,
pre2013_7972,20100731,2010,excelsior / outer mission,san francisco,san francisco,3200,5,2.0,,0,,,,"$3200 / 5br - Balboa Bart/Mission st.,2baths,garage, No pets",,
pre2013_35460,20111117,2011,west portal / forest hills,san francisco,san francisco,3700,3.0,,,0,,,,$3700 / 3br - Lovely Large Unit in Convenient Location ~ JWavro ,,
5429738511,20160202,2016,campbell,campbell,santa clara,2128,1,,790.0,0,,,,Şub 1 OUR SERENE SURROUNDINGS INSIDE & OUT MAKE THIS HOME THE PLACE FOR YOU   $2128 / 1br - 790ft2 -    (campbell)   resim har.,,
pre2013_27375,20071018,2007,san jose north,san jose,santa clara,2050,,,,0,,,,$2050 $1000.00 Move-in Bonus,,
pre2013_157677,20060411,2006,santa cruz,santa cruz,santa cruz,2800,3,,,0,,,,"$2800 / 3br - 2ba, MAGICAL SANCTUARY BY BABBLING BROOK....",,
pre2013_2473,20100721,2010,albany / el cerrito,el cerrito,contra costa,1995,3,,,0,,,,$1995 / 3br - ⎷⎛   1760 Walnut St. -- SINGLE FAMILY HOME in EL CERRITO --,,
pre2013_164294,20060525,2006,petaluma,petaluma,sonoma,1400,2,,,0,,,,"$1400 / 2br - 712 Fifth St., Petaluma",,
pre2013_120139,20040712,2004,burlingame / hillsborough,burlingame,san mateo,800,0,,,0,,,,$800  - Charming Studios with Large Walk-in Closet! ,,
4865823671,20150127,2015,san mateo,san mateo,san mateo,3450,2,,1120.0,0,,,,Lovely 2 bedroom House for rent,,
pre2013_110686,20041113,2004,palo alto,palo alto,santa clara,1550,3,,,0,,,,$1550 / 3br - Look At Me!,,
pre2013_13543,20120110,2012,santa rosa,santa rosa,sonoma,1795,3,,1492.0,0,,,,"$1795 / 3br - 1492ft² - Immaculate 2005 Chrisopherson built home, very clean, new carpet/paint",,
3812225454,20130518,2013,oakland hills south,oakland,alameda,1400,2,,,0,,,,    Neat 2 Bedroom within 4 Blocks of Mills with Large Deck and Parking.    $1400 / 2br -    (oakland hills / mills)   img   ,,"<p class=""row"" data-pid=""3812225454""> <a class=""i"" href=""/web/20130518010049/http://sfbay.craigslist.org/eby/apa/3812225454.html""></a> ""pl""> ""star""> <a href=""/web/20130518010049/http://sfbay.craigslist.org/eby/apa/3812225454.html"">Neat 2 Bedroom within 4 Blocks of Mills with Large Deck and Parking.</a>  ""l2""> ""pnr""> ""price"">$1400 / 2br -  ""pp""> <small> (oakland hills / mills)</small> ""px""> ""p""> img   </p>"
pre2013_61038,20120322,2012,san mateo,san mateo,san mateo,2300,3,,,0,,,,$2300 / 3br - Come Tour Your New Home!,,
pre2013_83398,20060822,2006,palo alto,palo alto,santa clara,1650,1,,,0,,,,$1650 / 1br - DOWNTOWN PALO ALTO,,
pre2013_88007,20040409,2004,lower haight,san francisco,san francisco,995,0,,,0,,,,"$995  - Beautiful, Sunny, Convenient Studio",,
pre2013_76802,20100430,2010,san jose central,san jose,santa clara,2000,2,,,0,,,,$2000 / 2br - Do not miss this 2 bedroom,,
pre2013_107754,20040821,2004,belmont / san carlos,belmont,san mateo,925,1,,,0,,,,$925 / 1br - REFURBISHED UNIT- GREAT LOCATION,,
pre2013_58868,20120317,2012,berkeley north / hills,berkeley,alameda,2495,2,,,0,,,,$2495 / 2br - ►Raise Your Expectations:  Excellent Corner Apt. Available June 1st.,,
pre2013_16402,20120125,2012,berkeley,berkeley,alameda,1400,2,,,0,,,,"$1400 / 2br - $1400-Remodeled 2Bdrm, near 4th St.",,
pre2013_158596,20060509,2006,san leandro,san leandro,alameda,1400,3,,,0,,,,$1400 / 3br - House in Quiet Neighborhood,,
pre2013_28322,20080503,2008,pittsburg / antioch,pittsburg,contra costa,1900,4,,,0,,,,$1900 / 4br - Don't miss this big beautiful 4b/3ba! Showing Saturday -,,
5462674719,20160316,2016,haight ashbury,san francisco,san francisco,3400,1,,650.0,0,,,,"Mar 15 Super Central, Victorian One Bedroom Apt-All yours!   $3400 / 1br - 650ft2 -    (haight ashbury)   resim har.",,
pre2013_103469,20040203,2004,san mateo,san mateo,san mateo,1125,1,,,0,,,,$1125 / 1br - Cottage for Rent - Utilities Included,,
pre2013_25120,20070304,2007,noe valley,san francisco,san francisco,4300,3,,,0,,,,$4300 / 3br - Great Noe Valley Living!!,,
5039273129,20150602,2015,san mateo,san mateo,san mateo,3355,1,,764.0,0,,,,BRAND NEW LUXURY ONE BEDROOM AVAILABLE! BE THE FIRST TO MOVE IN!,,
pre2013_47833,20120104,2012,alameda,alameda,alameda,1200,1,,,0,,,,$1200 / 1br - 2525 Eagle Ave- Beautiful cottage with a hot tub!!!,,
pre2013_136827,20050210,2005,oakland lake merritt / downtown,oakland,alameda,825,0,,,0,,,,$825  - Spacious Sunny Studio with Office *** JUST REMODELED ,,
5639442271,20160617,2016,corte madera,corte madera,marin,3246,3,,,0,,,,6月 16 RESORT COMMUNITY NESTLED AMONG THE ROLLING HILLS OF MARIN   $3246 / 3br -    (corte madera)   图片 地图    hide this posting restore this posting,,
5371260834,20151222,2015,west portal / forest hills,san francisco,san francisco,6999,4.0,,,0,,,,Elegant &amp; Classic Single Family Home Steps From Lakeside Village,,
pre2013_122511,20040816,2004,oakland north,oakland,alameda,700,1,,,0,,,,$700 / 1br - Sunny Studio w/wood floors 1 blk to MacArthur BART ,,
pre2013_42114,20111212,2011,oakland lake merritt / downtown,oakland,alameda,950,1,,,0,,,,"$950 / 1br - 407 Fairmount, 1/1,Close to Lake, Pied.Ave., Very Clean",,
pre2013_55966,20120229,2012,menlo park,menlo park,san mateo,2475,2,,,0,,,,$2475 / 2br - Triplex in great location!!,,
4596659179,20140803,2014,pacific heights,san francisco,san francisco,4550,1,1.0,,0,,,,"Stunning Pac Heights 1BR/1BA Apt, GGB &amp; Unobstructed Bay Views",,
pre2013_71428,20120714,2012,san jose,san jose,santa clara,2000,3,,,0,,,,"$2000 / 3br - 3BR/2+1BA!5280 Sunny Orchard Lane, San Jose, CA",,
pre2013_142181,20050421,2005,san leandro,san leandro,alameda,975,1,,,0,,,,$975 / 1br - Welcome Section 8! ,,
pre2013_106718,20040724,2004,palo alto,palo alto,santa clara,950,1,1.0,,0,,,,"$950 / 1br - Old PA,near Stanford,nice 1BR/1BA include utility",,
pre2013_47546,20120103,2012,foster city,foster city,san mateo,2500,3,2.0,1350.0,0,,,,"$2500 / 3br - 1350ft² - Bright, 3Bd/2Bath Corner Condo, complex on Lagoon",,
pre2013_830,20060721,2006,berkeley,berkeley,alameda,995,1,,,0,,,,$995 / 1br - 1 Bdrm Apt Haste Newly Remodled Great Location near Campus Southside,,
5432177638,20160208,2016,russian river,russian river,sonoma,1550,2,,780.0,0,,,,Şub 8 Fully Furnished short term avail Now-05/15/16   $1550 / 2br - 780ft2 -    (russian river)   resim har.,,
pre2013_93197,20040818,2004,excelsior / outer mission,san francisco,san francisco,1400,2,2.0,,0,,,,"$1400 / 2br - 2 bath, all new flat, hdwd floors, granite floors, counters, beautiful",,
pre2013_12622,20120104,2012,union city,union city,alameda,1325,,,735.0,0,,,,$1325 / 735ft² - *** LOVELY 1x1  POOL VIEW PLUS $350 OFF***,,
4815564549,20141222,2014,san mateo,san mateo,san mateo,4500,3,2.5,1500.0,0,,,,New Luxurious 3 bed 2.5 bath townhome,,
pre2013_14887,20120119,2012,oakland east,oakland,alameda,1900,4,,1681.0,0,,,,$1900 / 4br - 1681ft² - House for rent,,
pre2013_115820,20040727,2004,san jose central,san jose,santa clara,1250,2,1.0,,0,,,,$1250 / 2br - Recently remodeled 2bd/1ba for rent in quiet neighbourhood,,
pre2013_48678,20120107,2012,san jose west,san jose,santa clara,1750,1,,692.0,0,,,,$1750 / 1br - 692ft² - Upscale Condo next to Santana Row  ,,
5459773131,20160301,2016,inner sunset,san francisco,san francisco,4095,1,,1000.0,0,,,,Şub 29 Inner Sunset- UCSF| 1 BD 2 BA| Yard | In Unit Laundry   $4095 / 1br - 1000ft2 -    (inner sunset / UCSF)   resim har.,,
pre2013_51534,20120123,2012,san jose south,san jose,santa clara,2048,2,,1038.0,0,,,,"$2048 / 2br - 1038ft² - Bright, Clean, Spacious rentals with all the extra amenities included!",,
pre2013_97835,20041021,2004,civic / van ness,san francisco,san francisco,750,0,,,0,,,,$750  - Downtown Studio,,
pre2013_152284,20060411,2006,oakland west,oakland,alameda,1500,3,2.0,,0,,,,$1500  - 3 BR - 2 BA in both unit,,
pre2013_108756,20040914,2004,daly city,daly city,san mateo,2500,4,,,0,,,,$2500 / 4br - BRAND NEW 4 BEDROOM HOUSE 126 SERRA LANE,,
pre2013_145619,20060221,2006,nob hill,san francisco,san francisco,4500,1,,,0,,,,$4500 / 1br - Furnished 1 Bedroom in Nob Hill with astonishing views,,
pre2013_49557,20120115,2012,san jose north,san jose,santa clara,900,3,,1305.0,0,,,,$900 / 3br - 1305ft² - New Interior,,
5785220808,20160917,2016,sf bay area,sf bay area,,2763,2,,,0,,,,"favorite this post

 9월 16
Two bedroom Pool View Pet Friendly


$2763

                2br -
            


 사진
                            지도







hide this posting



restore this posting",,
5783903638,20160917,2016,watsonville,watsonville,santa cruz,3200,4.0,,,0,,,,"favorite this post

 9월 15
Best Home on the Block!


$3200

                4br -
            

 (watsonville)

 사진
                            지도







hide this posting



restore this posting",,
pre2013_19123,20120217,2012,watsonville,watsonville,santa cruz,1100,1.0,,601.0,0,,,,$1100 / 1br - 601ft² - Coming soon Paloma Del Mar Senior Apartments,,
pre2013_84559,20030426,2003,parkside,san francisco,san francisco,900,0,1.0,,0,,,,$900 / 0br - Studio apt with new kitchen and bathroom,,
pre2013_148762,20060228,2006,palo alto,palo alto,santa clara,1100,1,,,0,,,,$1100 / 1br - Cute Garden  Apartment,,
pre2013_152532,20060426,2006,berkeley north / hills,berkeley,alameda,1200,2,,,0,,,,$1200 / 2br - Duplex apartment for rent,,
pre2013_48822,20120107,2012,half moon bay,half moon bay,san mateo,2000,2,,840.0,0,,,,$2000 / 2br - 840ft² - Nice home in great location,,
5830655382,20161016,2016,hayward / castro valley,hayward,alameda,2897,2,,1057.0,0,,,,"이 게시물을 즐겨찾기로 설정

10월 15
City Centre Two Bedroom with Garage next to BART!


$2897

                2br -
                1057ft2 -
            

 (hayward / castro valley)

 사진
                            지도







이 게시물 숨김



이 게시물 복구",,
pre2013_59302,20120318,2012,berkeley,berkeley,alameda,1390,1,,600.0,0,,,,"$1390 / 1br - 600ft² - Open house Sun 1-3pm! Sunny apt, hardwood floors, close to downtown",,
4614104418,20140831,2014,san jose central,san jose,santa clara,2047,1,,707.0,0,,,,Brand New Luxury Apartments---Opening 9/27/14--Get Yours Now..........,,
4088103581,20130925,2013,santa cruz,santa cruz,santa cruz,1750,1,,,0,,,,"    Sep 24 BEAUTIFUL 725 SQ FOOT, ONE BEDROOM APARTMENT, CLOSE TO BEACH, DOWNTOWN, BUS LINE   $1750 / 1br -    (santa cruz)   pic img   ",,"<p class=""row"" data-pid=""4088103581""> <a class=""i"" data-id=""0:01111_3BlnfDuShuI"" href=""/web/20130925082349/http://sfbay.craigslist.org/scz/apa/4088103581.html""></a> ""pl""> ""star""> ""date"">Sep 24 <a href=""/web/20130925082349/http://sfbay.craigslist.org/scz/apa/4088103581.html"">BEAUTIFUL 725 SQ FOOT, ONE BEDROOM APARTMENT, CLOSE TO BEACH, DOWNTOWN, BUS LINE</a>  ""l2""> ""price"">$1750 / 1br -  ""pnr""> <small> (santa cruz)</small> ""px""> ""p""> pic img   </p>"
pre2013_106924,20040727,2004,san mateo,san mateo,san mateo,1295,2,1.0,,0,,,,$1295 / 2br - 2 BR 1BA in choice San Mateo area,,
pre2013_160018,20070630,2007,oakland east,oakland,alameda,2250,3,,,0,,,,$2250 / 3br - Open House TODAY 2-4 P.M.,,
pre2013_83160,20060814,2006,napa county,napa county,napa,1025,2,2.0,,0,,,,$1025 / 2br - SUNSHINE & IMMAC.-2bd./2ba Apt.,,
4583916846,20140803,2014,santa cruz,santa cruz,santa cruz,2450,3,,1200.0,0,,,,3 Bedroom With Views of City and Bay,,
pre2013_161890,20060623,2006,san jose south,san jose,santa clara,2495,3,2.5,,0,,,,$2495  - Gorgeous & Spacious + Amenities 3bd 2.5 bath,,
pre2013_152874,20060615,2006,hayward / castro valley,hayward,alameda,1000,2,1.5,,0,,,,"$1000 / 2br - Norcal Realty Inc, 2 bedroom 1 1/2 bath townhouse",,
pre2013_134940,20050119,2005,inner richmond,san francisco,san francisco,1050,,,,0,,,,$1050  - ►Open House FRI 4-5 / SAT 11-12 / SUN 1-2! PHOTOS!!!◄ ,,
pre2013_144448,20050603,2005,union city,union city,alameda,1900,4,,,0,,,,"$1900 / 4br - 38437 JACARANDA DRIVE, NEWARK---HOUSE FOR RENT ",,
pre2013_116763,20010813,2001,lower pac hts,san francisco,san francisco,2395,2,1.0,,0,,,,$2395 - 2 BEDROOM/1 BATHROOM in LOWER PACIFIC HEIGHTS,,
pre2013_121021,20040721,2004,san mateo,san mateo,san mateo,1350,2,,,0,,,,$1350 / 2br - 1ba...big house...first come first serve..offer end july ,,
pre2013_49202,20120109,2012,napa county,napa county,napa,1500,2,,1000.0,0,,,,$1500 / 2br - 1000ft² - Cute Two Bedroom Stand-Alone Cottage With Big Front and Back Yard,,
pre2013_56991,20120307,2012,civic / van ness,san francisco,san francisco,1425,0,,509.0,0,,,,$1425 / 509ft² - Available Now! Large Downtown Studio (100  Walkscore) w Parking option,,
pre2013_23419,20120307,2012,san bruno,san bruno,san mateo,2965,2,,1238.0,0,,,,$2965 / 2br - 1238ft² - Timeless Classic Design Is What You Will Find In This 2 BR ,,
pre2013_6759,20090304,2009,santa rosa,santa rosa,sonoma,1895,3,,,0,,,,$1895 / 3br - Don't want to pay rent? Receive first month FREE!  -,,
pre2013_91052,20040718,2004,nob hill,san francisco,san francisco,1600,2,,,0,,,,$1600 / 2br - Quiet Building on a Quiet Street,,
pre2013_71621,20120714,2012,san mateo,san mateo,san mateo,2199,2,,900.0,0,,,,$2199 / 2br - 900ft² - HOME WITH WHITE PICKET FENCE - OPEN THIS SUNDAY,,
pre2013_133043,20041230,2004,petaluma,petaluma,sonoma,2250,4,,,0,,,,$2250 / 4br - Large Hse Paradise for Kids - Pool- Easy commute ,,
pre2013_149697,20060422,2006,daly city,daly city,san mateo,2180,4,,,0,,,,"$2180 / 4br - New carpet, spacious 4/2, new tile floor, refinished oak cabinets",,
5322851684,20151127,2015,san jose,san jose,santa clara,2775,4,,1400.0,0,,,,,,
pre2013_61239,20120323,2012,cupertino,cupertino,santa clara,1490,2,,800.0,0,,,,$1490 / 2br - 800ft² - Great Deal! Top Cupertino Schools! Excellent Location!,,
pre2013_152410,20060412,2006,livermore,livermore,alameda,1295,2,,,0,,,,$1295 / 2br - Townhouse style in Livermore,,
pre2013_118545,20040623,2004,oakland north,oakland,alameda,1175,1,,,0,,,,$1175 / 1br - BART 2Blks Exquisitely Remodeled Bright Spacious Views  EZ to UC/CCAC Photos ,,
pre2013_122196,20040810,2004,san mateo,san mateo,san mateo,1350,2,1.0,,0,,,,"$1350 / 2br - 2bd/1ba Upstairs in a Triplex, Large Kitchen, Updated. Clean ",,
pre2013_108779,20040914,2004,palo alto,palo alto,santa clara,1345,1,,,0,,,,$1345 / 1br - Historic Bixby House One of a Kind in Downtown Palo Alto,,
6433081404,20171221,2017,palo alto,palo alto,santa clara,3100,1,,650.0,0,,,,"Outstanding Palo Alto Location, Great One Bedroom Unit!!!",,
pre2013_32530,20111102,2011,mill valley,mill valley,marin,2700,3,,2400.0,0,,,,$2700 / 3br - 2400ft² - Luxirious Home For Rent with View,,
pre2013_23272,20120306,2012,morgan hill,morgan hill,santa clara,2500,3,,3200.0,0,,,,"$2500 / 3br - 3200ft² - Rent a $4000+/mo home for $2,500/mo",,
pre2013_118524,20040623,2004,cole valley,san francisco,san francisco,1950,1,,,0,,,,$1950 / 1br - Xtra Large 1 or 2 br - pano views - 1100 s.f. ,,
pre2013_147749,20060814,2006,western addition,san francisco,san francisco,1515,,,,0,,,,$1515 Open House Today -12th story apartment in the Fillmore,,
pre2013_140035,20050317,2005,san leandro,san leandro,alameda,850,1,,,0,,,,$850 / 1br - Lovely One Bedroom in San Leandro in an Excellent Location ,,
pre2013_67806,20120518,2012,santa rosa,santa rosa,sonoma,1150,2,,986.0,0,,,,$1150 / 2br - 986ft² - 2 Bedroom Apt in Beauiful Victorian Gas Water Garbage Included,,
5819642825,20161009,2016,concord / pleasant hill / martinez,concord,contra costa,1693,0,,415.0,0,,,,"이 게시물을 즐겨찾기로 설정

10월  8
Gorgeous Top Fl. Quiet Studio! Walk to PH Bart!


$1693

                415ft2 -
            

 (concord / pleasant hill / martinez)

 사진
                            지도







이 게시물 숨김



이 게시물 복구",,
pre2013_58739,20120317,2012,parkside,san francisco,san francisco,3300,3,2.0,2000.0,0,,,,"$3300 / 3br - 2000ft² - Beautifully Updated 3 Bedroom, 2 Bath with a Big Yard ",,
pre2013_39864,20111130,2011,inner sunset,san francisco,san francisco,2395,2,1.5,1390.0,0,,,,"$2395 / 2br - 1390ft² - 1.5 bath, sunny, close to transportation",,
pre2013_101927,20041205,2004,ingleside,san francisco,san francisco,1200,2,,,0,,,,$1200 / 2br - GORGEOUS NEWLY & COMPLETELY REMODEDLED 2-BEDROOM/2-STORY LOFT!,,
4921921457,20150309,2015,santa cruz,santa cruz,santa cruz,1400,0,,475.0,0,,,,LARGE STUDIO IN VICTORIAN,,
pre2013_130057,20041115,2004,petaluma,petaluma,sonoma,1300,3,,,0,,,,$1300 / 3br - Penngrove Country Home ,,
pre2013_113415,20040619,2004,san jose central,san jose,santa clara,1050,2,1.0,,0,,,,$1050 / 2br - 2 bedroom 1 bath upstairs,,
pre2013_130906,20041124,2004,mountain view,mountain view,santa clara,1050,2,,,0,,,,$1050 / 2br - Newly Remodeled Apartment in Garden Setting ,,
pre2013_102625,20041214,2004,portola,san francisco,san francisco,2375,3,,,0,,,,$2375 / 3br - Excellent 3 Bedroom Single Family Dwelling in Portola Dist.,,
pre2013_130456,20041119,2004,oakland lake merritt / downtown,oakland,alameda,2308,1,,2000.0,0,,,,$2308 / 1br - 2000 sq ft Loft Great for Entertaining ,,
pre2013_144359,20050601,2005,oakland lake merritt / downtown,oakland,alameda,750,,,,0,,,,$750  - HWFs Granite Kitchen Countertops Gas Stove/Heat Easy Commutes ,,
pre2013_133064,20041230,2004,pacifica,pacifica,san mateo,1495,3,1.0,,0,,,,"$1495 / 3br - Linda Mar ,Pacifica, 3 bedroom, 1bath, near beach ",,
pre2013_114529,20040710,2004,sunnyvale,sunnyvale,santa clara,1245,2,,,0,,,,"$1245 / 2br - ***Quiet, Pool, Spa, Fitnss, Great W of El Camino neighbrhd *(Pic)",,
pre2013_119605,20040705,2004,marina / cow hollow,san francisco,san francisco,1250,,,,0,,,,$1250  - Available Mid July/Early August (pics) ,,
pre2013_70234,20120623,2012,palo alto,palo alto,santa clara,1095,1,1.0,,0,,,,"$1095 / 1br - One bedroom,one bath apartment,on Stanford ave",,
pre2013_112913,20040603,2004,san jose west,san jose,santa clara,1395,2,,,0,,,,"$1395 / 2br - Three Pools, Fitness, & Spa!!! Move In Today!",,
5729726354,20160813,2016,petaluma,petaluma,sonoma,2599,2,,1159.0,0,,,,8월 12 Incredible! Reduced Rate! Brand New Apartment Community in Petaluma!   $2599 / 2br - 1159ft2 -    (petaluma)   사진 지도    hide this posting  표시,,
pre2013_11743,20110724,2011,san jose south,san jose,santa clara,3495,4,,,0,,,,$3495 / 4br - Spectacular House located in California Oak Creek Subdivision! Beautiful Yards! ,,
pre2013_148960,20060325,2006,belmont / san carlos,belmont,san mateo,1049,0,,,0,,,,"$1049  - Spacious STUDIO Apartment Home with beautiful view, Internet Discount",,
